lsoa_code,prediction_score,officers_assigned
E01000905,1.3606044054031372,15
E01000901,1.0415658950805664,12
E01000900,0.8955089449882507,10
E01000903,1.366622805595398,15
E01000902,0.6819401979446411,7
E01000958,1.76334547996521,23
E01000956,0.757847785949707,10
E01000952,0.8674002885818481,11
E01000955,1.0601726770401,14
E01000954,0.14302735030651093,1
E01000861,1.853722095489502,24
E01000959,1.0328080654144287,13
E01000894,0.5413730144500732,19
E01000895,1.12357497215271,41
E01000896,1.0730546712875366,39
E01000926,0.9522008895874023,18
E01000870,0.8881176710128784,16
E01000925,0.8271558880805969,15
E01000927,1.4866869449615479,28
E01000866,1.0755950212478638,20
E01000924,0.5489708185195923,14
E01000923,0.8673445582389832,22
E01000921,1.2869243621826172,33
E01000928,1.099777340888977,28
E01000965,1.2433370351791382,14
E01000962,0.9287603497505188,10
E01000960,0.86495441198349,9
E01000935,1.496294617652893,17
E01000966,0.7644906044006348,8
E01000961,1.1166435480117798,12
E01000964,2.3630640506744385,26
E01000910,0.8133972883224487,18
E01000911,0.5958788990974426,13
E01000907,0.7645431756973267,16
E01000909,1.0322736501693726,22
E01000908,1.3004765510559082,28
E01000967,0.7175716757774353,7
E01000857,0.5787277221679688,6
E01000846,0.8808615803718567,9
E01000859,1.952263355255127,21
E01000963,0.9115667939186096,9
E01000862,2.2546985149383545,24
E01000847,0.7837417125701904,8
E01000845,1.1231369972229004,12
E01000919,5.244481086730957,29
E01000915,0.6400059461593628,3
E01000916,4.022301197052002,22
E01000914,5.542909622192383,31
E01000920,1.5201829671859741,8
E01000917,0.7551815509796143,4
E01000868,0.5563653111457825,12
E01000869,1.081899642944336,25
E01035707,1.6499699354171753,38
E01000867,1.0177711248397827,23
E01000497,1.1432896852493286,15
E01000501,0.6927462816238403,9
E01000511,0.5957067012786865,8
E01000502,0.764883816242218,10
E01033934,0.7303706407546997,9
E01000509,0.8674668669700623,11
E01000498,0.35217559337615967,4
E01000503,0.995506227016449,13
E01000510,1.2302318811416626,16
E01000585,0.5065293908119202,4
E01000580,1.6508370637893677,15
E01000582,0.8370364308357239,7
E01000586,2.85140061378479,27
E01000581,0.638503909111023,6
E01000531,0.5942826867103577,5
E01000583,1.5271997451782227,14
E01000584,0.36616238951683044,3
E01000579,0.6533157229423523,6
E01000532,0.9323497414588928,8
E01000561,1.3770077228546143,14
E01000556,2.860891103744507,30
E01000558,0.9892886877059937,10
E01000557,0.8841131925582886,9
E01000553,0.8425600528717041,8
E01000555,0.6858396530151367,7
E01000554,0.6003557443618774,6
E01000560,1.2347807884216309,13
E01000528,0.5145958662033081,7
E01000508,1.0567024946212769,14
E01000643,1.3615096807479858,18
E01000526,1.1237525939941406,15
E01000527,0.7226564884185791,9
E01000506,0.7217968106269836,9
E01000521,0.8945050835609436,12
E01000640,0.8781574368476868,12
E01000516,0.982204258441925,29
E01000513,0.5021612644195557,15
E01000514,0.4962747395038605,14
E01000520,0.6476724147796631,19
E01033930,0.6896646618843079,20
E01000479,1.252852439880371,15
E01000518,1.5773855447769165,19
E01000629,0.6910971403121948,8
E01000626,0.6497241854667664,7
E01000623,0.7901296019554138,9
E01000627,1.2852215766906738,15
E01000624,0.7534641623497009,9
E01000625,0.5700638294219971,6
E01000622,0.6550796627998352,7
E01000562,0.5375576615333557,18
E01000564,0.35464540123939514,12
E01000563,0.4539741575717926,15
E01000566,0.3878724277019501,13
E01000569,0.3288792669773102,11
E01000567,0.46206656098365784,15
E01000565,0.39713960886001587,13
E01000548,1.2953897714614868,10
E01000544,1.3531146049499512,11
E01000550,1.781872034072876,14
E01000549,0.6689668297767639,5
E01000552,1.4871149063110352,12
E01000545,2.4350175857543945,20
E01000551,1.0745372772216797,9
E01000546,0.8136546015739441,6
E01000547,0.9937023520469666,8
E01000512,0.8283422589302063,9
E01000637,0.40198805928230286,4
E01000642,2.7223587036132812,29
E01000505,0.4337015450000763,4
E01000559,0.5987982153892517,6
E01000507,0.5990245342254639,6
E01000644,1.0818443298339844,11
E01000639,0.6261922717094421,6
E01000641,0.4689572751522064,5
E01000504,0.7599719762802124,8
E01000638,0.6500222682952881,7
E01000621,0.5125585794448853,20
E01000618,0.5124328136444092,20
E01000617,1.0951223373413086,43
E01000619,0.3823186457157135,15
E01000525,1.1292974948883057,10
E01000522,0.6875394582748413,6
E01000530,0.7219483852386475,6
E01033455,0.6680325865745544,6
E01000523,1.2299884557724,11
E01000534,0.3755395710468292,3
E01000535,1.0239479541778564,9
E01000524,2.350107431411743,21
E01000533,1.3988595008850098,12
E01033485,1.1816160678863525,10
E01000574,0.35439467430114746,13
E01000575,0.7251815795898438,27
E01000572,0.4857105314731598,18
E01000576,0.5948675870895386,22
E01000573,0.4656367599964142,17
E01000478,0.6249452829360962,19
E01000476,0.5963553190231323,18
E01000473,0.7622925639152527,23
E01000475,1.1033133268356323,34
E01000471,0.11346729844808578,3
E01000487,0.785020112991333,14
E01033463,0.9642155766487122,17
E01000484,0.3104848265647888,5
E01000540,0.4532642364501953,8
E01000539,0.5965539813041687,10
E01000536,0.748778760433197,13
E01000543,0.4785882830619812,8
E01000485,0.5350392460823059,9
E01000541,0.4089328944683075,7
E01000538,0.31316301226615906,5
E01033935,0.6072226762771606,13
E01000570,0.18472610414028168,4
E01000616,0.5219830870628357,11
E01033457,0.8910868763923645,20
E01000571,0.6335617303848267,14
E01000578,0.7357581853866577,16
E01000636,0.85992830991745,19
E01000605,0.5326128602027893,11
E01000603,0.42325302958488464,9
E01033456,0.667639434337616,14
E01000595,0.5679431557655334,12
E01000599,0.5244967341423035,11
E01000604,0.6759374737739563,14
E01000596,0.770649790763855,16
E01000602,0.39064428210258484,8
E01000493,0.5253873467445374,6
E01000491,1.531270146369934,19
E01000492,0.5403393507003784,6
E01000489,1.1828374862670898,14
E01000495,1.342990517616272,16
E01000488,0.5275387763977051,6
E01000490,1.1577732563018799,14
E01000494,1.1069483757019043,13
E01000630,1.0558245182037354,21
E01000632,0.6577771306037903,13
E01000612,0.6381554007530212,13
E01000634,0.7672967910766602,15
E01000474,0.26086610555648804,5
E01000631,0.5812721848487854,11
E01000633,0.8920506238937378,18
E01000590,0.8750458359718323,13
E01000589,0.6016609072685242,9
E01000592,0.6016858816146851,9
E01000587,0.652226448059082,10
E01000515,0.5077661871910095,7
E01000517,0.5966781377792358,9
E01000593,0.638529896736145,10
E01000594,1.102716326713562,17
E01000591,0.7728977799415588,12
E01033931,0.7796427607536316,28
E01000483,0.5435007214546204,19
E01000481,0.5724716782569885,20
E01000480,0.8613911271095276,31
E01000609,0.5038577318191528,15
E01000610,0.571301281452179,17
E01000606,0.2777402400970459,8
E01000608,0.7227564454078674,21
E01000607,0.42258358001708984,12
E01000613,0.48329439759254456,14
E01000611,0.35760754346847534,10
E01001106,0.4179052412509918,10
E01001124,0.4658619463443756,11
E01001032,0.36009323596954346,9
E01001108,0.3233429491519928,8
E01001102,0.6902849674224854,17
E01001101,0.2784807085990906,7
E01001103,0.4442045986652374,11
E01001107,0.9603093862533569,24
E01001110,0.9650899171829224,16
E01001116,0.5842670798301697,10
E01001118,1.1878483295440674,20
E01001109,1.4689579010009766,25
E01001115,0.9136736392974854,15
E01001114,0.7059987783432007,12
E01034152,1.408740758895874,22
E01034145,1.0656455755233765,17
E01001042,3.0879900455474854,49
E01034142,0.6793808341026306,10
E01001175,0.6950864195823669,7
E01001178,1.2389498949050903,12
E01001177,0.953903317451477,9
E01001182,0.4115796685218811,4
E01001180,0.8086451888084412,8
E01001176,1.349365234375,13
E01001183,0.7354211807250977,7
E01001181,1.1328823566436768,11
E01001184,0.7342767715454102,7
E01001179,0.768982470035553,7
E01001174,0.8391053676605225,8
E01001158,0.5690956711769104,9
E01001156,0.5347968339920044,8
E01001137,1.1197489500045776,18
E01001164,1.5004667043685913,24
E01001159,0.5906919240951538,9
E01001163,0.5513741374015808,9
E01001138,0.46459996700286865,7
E01001162,0.7420753240585327,12
E01001031,0.48543837666511536,23
E01001024,0.29455262422561646,14
E01001027,0.5083741545677185,24
E01001025,0.30741769075393677,14
E01001026,0.46944817900657654,22
E01001153,0.5313940644264221,9
E01001154,0.5297447443008423,9
E01001150,0.30838489532470703,5
E01001149,0.4189233183860779,7
E01001155,0.7643506526947021,14
E01001147,0.47741541266441345,8
E01001148,0.36484238505363464,6
E01001152,0.601245641708374,11
E01001146,0.5968671441078186,10
E01001151,0.845987856388092,15
E01001187,0.8069044351577759,15
E01001185,0.42124825716018677,8
E01001186,0.4468071162700653,8
E01001193,0.5658392310142517,10
E01001192,0.6971120238304138,13
E01001191,1.312078595161438,25
E01001189,0.3354736566543579,6
E01001188,0.6251674294471741,11
E01000977,1.1570271253585815,29
E01000986,0.6448991298675537,16
E01000993,0.6100359559059143,15
E01000992,0.4915427267551422,12
E01000987,0.14074568450450897,3
E01000985,0.3895299732685089,9
E01000983,0.5128999948501587,12
E01000990,0.4498119354248047,14
E01000989,0.31352660059928894,10
E01001131,0.19594334065914154,6
E01001132,0.39372122287750244,12
E01000991,0.4910670220851898,16
E01032569,0.30285418033599854,9
E01001134,0.430679053068161,14
E01001133,0.4748644530773163,15
E01001135,0.619356632232666,21
E01001127,0.3769533038139343,13
E01001063,0.6752834916114807,23
E01001129,0.4166394770145416,14
E01001130,0.3177335560321808,11
E01001128,0.45577695965766907,15
E01000976,1.263874888420105,18
E01000975,1.1967511177062988,17
E01000981,0.3274204432964325,4
E01000978,0.6116026043891907,8
E01000982,0.4530028700828552,6
E01000984,0.7013207674026489,10
E01000979,0.962873101234436,14
E01000980,0.33451372385025024,4
E01001050,0.9490774273872375,13
E01001037,0.7635205984115601,11
E01001040,0.7586386203765869,11
E01001038,1.0518262386322021,15
E01001033,0.5213770270347595,7
E01001039,0.6240728497505188,9
E01001036,0.9604809284210205,14
E01001035,0.6513100266456604,9
E01001041,0.5267930030822754,8
E01001047,0.7240749597549438,11
E01000995,0.7009134292602539,11
E01000996,0.31642118096351624,5
E01001002,0.3796001374721527,6
E01000994,0.5216716527938843,8
E01000998,0.7082345485687256,11
E01001004,0.7884355187416077,12
E01000997,0.4511052668094635,7
E01001001,0.665979266166687,10
E01000999,0.7968872785568237,12
E01001000,0.6351867914199829,10
E01001003,0.35972997546195984,5
E01001013,1.5811645984649658,24
E01001012,0.9567596912384033,14
E01001007,0.48996222019195557,7
E01001009,0.545517086982727,8
E01034139,0.5130422115325928,7
E01001008,0.6274176836013794,9
E01001005,0.49505195021629333,7
E01001011,1.206545114517212,18
E01001030,0.48583558201789856,5
E01001094,0.8035922050476074,9
E01001074,0.850770890712738,10
E01001092,0.951106607913971,11
E01001099,0.773642897605896,9
E01001029,0.7699267268180847,9
E01001097,2.066744565963745,24
E01001098,0.4532887637615204,5
E01001028,0.7213414311408997,8
E01001073,0.5845942497253418,6
E01001083,0.37977930903434753,15
E01001161,0.5510550141334534,22
E01001160,0.6101454496383667,24
E01001157,0.4215580224990845,17
E01001084,0.5029720664024353,20
E01001076,0.5742588639259338,21
E01001080,0.5627261400222778,20
E01001079,0.5072131156921387,18
E01001081,0.39963221549987793,14
E01001078,0.3979358971118927,14
E01001077,0.2502281367778778,9
E01001019,0.3087753653526306,20
E01001020,0.38773712515830994,25
E01001015,0.38543376326560974,25
E01001016,0.4311605989933014,28
E01001044,1.0741567611694336,25
E01001046,0.48413488268852234,11
E01034149,2.7020175457000732,63
E01001145,0.4999937117099762,7
E01001143,0.6491361856460571,9
E01001111,0.6134727001190186,9
E01001141,0.3917282223701477,5
E01001142,0.97515469789505,14
E01001136,1.1245390176773071,16
E01001144,0.6198337078094482,9
E01001139,0.68855220079422,10
E01001112,0.5073246955871582,7
E01001113,0.7426416277885437,10
E01001088,0.9338330626487732,12
E01001087,1.329100251197815,17
E01001089,1.3631354570388794,17
E01001091,1.2988269329071045,17
E01001086,0.44469577074050903,5
E01001085,1.4810088872909546,19
E01001090,0.7341570258140564,9
E01001059,0.32422035932540894,27
E01001120,0.7406892776489258,63
E01001058,0.10901181399822235,9
E01001100,0.5292043089866638,16
E01001093,0.6099225878715515,19
E01001096,0.530436635017395,16
E01001095,0.8364115357398987,26
E01001034,0.6286715269088745,20
E01001126,0.4671855866909027,26
E01001061,0.492148756980896,28
E01001066,0.32703402638435364,18
E01001125,0.47107994556427,26
E01001170,1.1685677766799927,17
E01001169,0.5034805536270142,7
E01001171,0.6666574478149414,10
E01001167,1.3045265674591064,19
E01001168,1.1139962673187256,16
E01001165,0.8944560885429382,13
E01001166,0.962759256362915,14
E01001069,0.3708362877368927,11
E01001070,0.6242480278015137,19
E01001071,0.5042845010757446,15
E01001067,0.8083991408348083,24
E01001068,0.4351234436035156,13
E01001075,0.5077987313270569,15
E01001054,0.4056262969970703,17
E01001055,0.30473607778549194,13
E01001052,0.09009746462106705,3
E01001053,0.33368635177612305,14
E01001051,0.3944653272628784,16
E01001056,0.4305298328399658,18
E01001057,0.3759062886238098,16
E01001289,0.48612165451049805,10
E01001283,1.0817790031433105,22
E01001287,0.49925628304481506,10
E01001286,0.5329031348228455,11
E01001288,0.670768678188324,14
E01001282,0.3608327805995941,7
E01001285,1.0915911197662354,23
E01001240,0.9069576263427734,13
E01001243,1.5688238143920898,24
E01001198,0.51120924949646,7
E01001241,1.053757905960083,16
E01001244,0.7044458389282227,10
E01001196,1.0522866249084473,16
E01001242,0.7012824416160583,10
E01001205,0.970475971698761,21
E01001207,0.7380746006965637,16
E01001212,0.5821707844734192,12
E01001206,0.5516723990440369,12
E01001211,0.47180530428886414,10
E01001209,0.7549126148223877,16
E01001204,0.5068292617797852,11
E01001388,0.9724372029304504,18
E01001387,0.6866804957389832,13
E01001384,0.4048590660095215,7
E01001389,0.7470826506614685,14
E01001382,0.3556155860424042,6
E01001385,0.7624992728233337,14
E01001383,0.4572545289993286,8
E01001386,0.8151643872261047,15
E01001317,0.815231442451477,11
E01001323,1.192245364189148,16
E01001318,0.9264207482337952,12
E01001319,0.43556612730026245,6
E01001321,0.5611819624900818,7
E01001316,0.7868889570236206,10
E01001322,1.5837671756744385,21
E01001315,0.9041599631309509,12
E01001343,0.5660251379013062,10
E01001345,0.5733926296234131,10
E01001342,0.6152158975601196,11
E01001341,0.5653511881828308,10
E01001347,1.3192404508590698,24
E01001346,0.5839559435844421,10
E01001344,1.099022626876831,20
E01001277,1.1783854961395264,16
E01001278,1.77240788936615,25
E01001273,0.8312044739723206,11
E01001281,0.6242839097976685,8
E01001274,0.6039046049118042,8
E01001275,0.5186834335327148,7
E01001279,0.7625057697296143,10
E01001276,0.6788431406021118,9
E01001237,0.5773820877075195,7
E01001232,0.5134933590888977,6
E01001352,0.38931939005851746,4
E01001235,0.9382909536361694,11
E01001236,0.577121376991272,7
E01001231,1.0342966318130493,13
E01001350,0.5286899209022522,6
E01001229,0.8237342834472656,10
E01001230,0.49161919951438904,6
E01001234,1.0284937620162964,13
E01001233,0.929237961769104,11
E01001214,0.3988395035266876,10
E01001218,0.7856262922286987,20
E01001216,0.6663932204246521,17
E01001219,0.7415518164634705,18
E01001213,0.5907303690910339,15
E01001215,0.6318838596343994,16
E01001217,0.09951778501272202,2
E01001372,0.5749692916870117,17
E01001335,0.7962399125099182,24
E01001336,0.7268699407577515,22
E01001334,0.607772946357727,18
E01001340,0.5086377859115601,15
E01001254,0.5292870402336121,7
E01001251,0.5895186066627502,7
E01001255,0.366651326417923,4
E01001252,1.3060142993927002,17
E01001250,1.0199694633483887,13
E01001253,0.8200989961624146,11
E01001249,2.7770450115203857,37
E01001200,0.42940792441368103,5
E01001202,1.34133780002594,15
E01001356,0.6344438791275024,7
E01001357,1.1726558208465576,13
E01001355,0.7863749265670776,9
E01001354,0.8733097314834595,10
E01001358,1.4817196130752563,17
E01001351,0.748869776725769,8
E01001203,0.6021601557731628,7
E01001353,0.4464837312698364,5
E01001376,0.6298900246620178,10
E01001377,0.6883846521377563,11
E01032572,0.4939799904823303,7
E01001375,0.5511273145675659,8
E01001245,0.7690954804420471,12
E01001380,0.6581221222877502,10
E01001374,0.519141674041748,8
E01001381,1.4367523193359375,23
E01001379,0.4303983449935913,6
E01001373,0.6638494729995728,8
E01001371,0.5234524607658386,7
E01001366,0.5532757043838501,7
E01001369,0.8175621032714844,11
E01001370,0.7903605699539185,10
E01001367,1.3679243326187134,18
E01001333,2.369175672531128,32
E01001368,0.3156359791755676,4
E01032743,0.4717981517314911,7
E01001268,0.8957058191299438,14
E01001264,0.4943420886993408,7
E01001263,0.4933398365974426,7
E01001261,1.3623300790786743,21
E01001258,0.6860341429710388,11
E01001257,0.818461000919342,13
E01001262,0.5903325080871582,9
E01001259,0.3802647888660431,6
E01001226,0.9002829194068909,12
E01001224,0.6432725191116333,8
E01001223,0.6874904036521912,9
E01001228,0.8379289507865906,11
E01001227,0.39072632789611816,5
E01001225,1.40683913230896,18
E01034028,0.34504234790802,4
E01034030,2.281280517578125,30
E01001327,0.6227989196777344,20
E01001332,0.5526394248008728,17
E01001328,0.5105071663856506,16
E01001329,0.6475111246109009,20
E01001331,0.2866894602775574,9
E01001330,0.47660911083221436,15
E01001309,1.373056411743164,24
E01001311,0.9748992919921875,17
E01001312,0.989251434803009,17
E01001313,0.3678134083747864,6
E01001314,0.612205445766449,10
E01001310,1.2601181268692017,22
E01001292,0.3088487982749939,7
E01032744,0.8013078570365906,19
